Subject_ac,Timestamp,SampleDate_ac,SampleTime_ac,Configuration_ac,Scenario_ac,DisTime_ac,MarkingTxt_ac,Aplication_ac,EntId_ac,Site_ac,ExersiseId_ac,ForceId_ac,Category_ac,Country_ac,Domain_ac,Kind_ac,Extra_ac,Specific_ac,Subcategory_ac,AltCategory_ac,AltCountry_ac,AltDomain_ac,AltKind_ac,EcefX_ac,EcefY_ac,EcefZ_ac,OriPhi_ac,OriPsi_ac,OriTheta_ac,LinVelX_ac,LinVelY_ac,LinVelZ_ac,LinAccX_ac,LinAccY_ac,LinAccZ_ac,AngVelX_ac,AngVelY_ac,AngVelZ_ac,DrAlg_ac,Apperance_ac,Latitude_ac,Longitude_ac,Altitude_ac,Heading_ac,Pitch_ac,Roll_ac,CM_Altitude_Lead_ac,CM_Altitude_Wing_ac,CM_Airspeed_ac,Subject_cm,SampleDate_cm,SampleTime_cm,Configuration_cm,Scenario_cm,DisTime_cm,MarkingTxt_cm,Aplication_cm,EntId_cm,Site_cm,ExersiseId_cm,ForceId_cm,Category_cm,Country_cm,Domain_cm,Kind_cm,Extra_cm,Specific_cm,Subcategory_cm,AltCategory_cm,AltCountry_cm,AltDomain_cm,AltKind_cm,EcefX_cm,EcefY_cm,EcefZ_cm,OriPhi_cm,OriPsi_cm,OriTheta_cm,LinVelX_cm,LinVelY_cm,LinVelZ_cm,LinAccX_cm,LinAccY_cm,LinAccZ_cm,AngVelX_cm,AngVelY_cm,AngVelZ_cm,DrAlg_cm,Apperance_cm,Latitude_cm,Longitude_cm,Altitude_cm,Heading_cm,Pitch_cm,Roll_cm,CM_Altitude_Lead_cm,CM_Altitude_Wing_cm,CM_Airspeed_cm,Bank_Angle_Condition,distance_nm,Distance_Condition,angle_between_vel,angle_between_pos,Cone_Condition,Intercept_Criteria
1,1970-07-23 09:33:44.433106664,2025-09-08,2025-09-11 20:14:03.310,HH,B,670283460,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154684.23429788288,-4793052.039871175,4196106.360496096,-2.32557,0.0257183,-0.0540248,119.347,3.39027,4.79401,-0.0957419,-7.62004,6.73449,0.00829013,0.00901834,0.00260803,4,0,41.37664667696043,-91.84844201918848,10941.802473072788,85.48216431446217,-0.4426536367173236,-1.761257421287978,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:03.137,HH,B,3224070148.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111028.85808717164,-4807342.328016576,4181704.361906529,2.36214,2.75369,-0.386851,-72.75,29.75,32.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.201607778219056,-91.32304999434454,12000.000491947256,-59.90043572288145,-0.004881353251566,-0.0007800162576192,10000,12000,150.0,True,25.93937762702861,False,146.16436889164166,173.8158556208014,False,False
1,1970-07-23 09:33:44.436779749,2025-09-08,2025-09-11 20:14:03.677,HH,B,670720894,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154639.66689768442,-4793050.660794064,4196108.139638676,-2.32179,0.0248912,-0.0546895,119.419,3.44581,4.86845,-0.311609,-7.71329,7.00854,0.00464077,0.00460124,-0.00339033,4,0,41.37667544093858,-91.84791034933508,10938.728885608554,85.48532996363437,-0.3815778198037414,-1.547392753422317,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:03.137,HH,B,3224070148.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111028.85808717164,-4807342.328016576,4181704.361906529,2.36214,2.75369,-0.386851,-72.75,29.75,32.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.201607778219056,-91.32304999434454,12000.000491947256,-59.90043572288145,-0.004881353251566,-0.0007800162576192,10000,12000,150.0,True,25.91813251589332,False,146.12180545545064,173.84035626031385,False,False
1,1970-07-23 09:33:44.440437490,2025-09-08,2025-09-11 20:14:04.043,HH,B,671158326,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154596.66100537518,-4793049.405762632,4196109.892299931,-2.3191,0.0253682,-0.056477,119.488,3.38371,5.01862,-0.190121,-7.70361,6.73034,0.00110584,-0.000127957,0.00110584,4,0,41.3767029866781,-91.8473972778377,10936.02804582079,85.39086963468708,-0.3337933483332191,-1.3914838152913849,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:03.137,HH,B,3224070148.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111028.85808717164,-4807342.328016576,4181704.361906529,2.36214,2.75369,-0.386851,-72.75,29.75,32.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.201607778219056,-91.32304999434454,12000.000491947256,-59.90043572288145,-0.004881353251566,-0.0007800162576192,10000,12000,150.0,True,25.897630094605965,False,146.09017441095156,173.8640203526074,False,False
1,1970-07-23 09:33:44.444439507,2025-09-08,2025-09-11 20:14:04.443,HH,B,671635526,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154548.0949915903,-4793047.995750254,4196111.921861386,-2.32066,0.0265938,-0.0582227,119.517,3.23563,5.27457,-0.259176,-7.50102,6.73374,-0.00355678,0.000379709,-0.00814865,4,0,41.37673438740985,-91.84681786916076,10933.106166020818,85.26987795559073,-0.3196208992470045,-1.4761367463518829,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:03.137,HH,B,3224070148.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111028.85808717164,-4807342.328016576,4181704.361906529,2.36214,2.75369,-0.386851,-72.75,29.75,32.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.201607778219056,-91.32304999434454,12000.000491947256,-59.90043572288145,-0.004881353251566,-0.0007800162576192,10000,12000,150.0,True,25.87448950283935,False,146.04739352115192,173.89082723436982,False,False
1,1970-07-23 09:33:44.448107124,2025-09-08,2025-09-11 20:14:04.810,HH,B,672072958,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154505.05328927826,-4793046.736784713,4196113.759436975,-2.3241,0.0272695,-0.0591026,119.582,3.23417,5.38066,-0.108958,-7.33941,6.706,-0.00752655,0.00170713,-0.0152268,4,0,41.376762531966,-91.84630437034927,10930.578982081968,85.20684835624554,-0.3147844539311717,-1.6704208309278887,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:04.717,HH,B,3225278912.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111102.78191529664,-4807312.230497655,4181736.78036356,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.201995525238274,-91.32393886320108,12000.000403905491,-59.99440105295135,-0.004484612220647,-0.0013437342178567,10000,12000,150.0,True,25.807747619552032,False,146.10920821781417,174.00724642477687,False,False
1,1970-07-23 09:33:44.451772764,2025-09-08,2025-09-11 20:14:05.177,HH,B,672510392,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154460.39477193353,-4793045.440587901,4196115.70848079,-2.32771,0.0265252,-0.0597472,119.644,3.36372,5.38631,-0.00146762,-7.33166,6.44839,-0.0039729,0.00429331,0.00507353,4,0,41.37679195811727,-91.8457715780396,10928.074671154343,85.20774127199891,-0.2580276765648499,-1.879751309673436,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:05.031,HH,B,3226412308.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111172.09832154664,-4807284.008817968,4181767.176725865,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.20235908868646,-91.32477234141416,12000.000317993428,-59.99495008000749,-0.0037597453536116,-0.0013449717535204,10000,12000,150.0,True,25.74312574778269,False,146.06731195659927,174.0221156495357,False,False
1,1970-07-23 09:33:44.455105661,2025-09-08,2025-09-11 20:14:05.510,HH,B,672908058,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154421.40029290455,-4793044.414854168,4196117.321532751,-2.32932,0.0265375,-0.0605309,119.624,3.22171,5.53953,-0.145882,-7.49154,6.58242,-0.00403115,0.000277759,0.00490708,4,0,41.37681641989307,-91.84530631845756,10925.957242254526,85.17394278063583,-0.2284549702258266,-1.971571705898418,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:05.031,HH,B,3226412308.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111172.09832154664,-4807284.008817968,4181767.176725865,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.20235908868646,-91.32477234141416,12000.000317993428,-59.99495008000749,-0.0037597453536116,-0.0013449717535204,10000,12000,150.0,True,25.724535136425338,False,146.0577825515805,174.04374132557365,False,False
1,1970-07-23 09:33:44.458780107,2025-09-08,2025-09-11 20:14:05.878,HH,B,673345490,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154376.72879652344,-4793043.117104481,4196119.329249584,-2.32877,0.0270551,-0.0614537,119.677,3.39447,5.52459,-0.181047,-7.29466,6.50798,-0.0019568,-0.00246655,-0.000148763,4,0,41.37684624936771,-91.8447733706291,10923.57724621145,85.11508023741318,-0.2152040211189098,-1.9382292004126025,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:05.031,HH,B,3226412308.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111172.09832154664,-4807284.008817968,4181767.176725865,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.20235908868646,-91.32477234141416,12000.000317993428,-59.99495008000749,-0.0037597453536116,-0.0013449717535204,10000,12000,150.0,True,25.70328874813648,False,146.00927209626872,174.0687714830948,False,False
1,1970-07-23 09:33:44.462440250,2025-09-08,2025-09-11 20:14:06.244,HH,B,673782924,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154333.63196399657,-4793041.847699146,4196121.304962595,-2.32725,0.0293112,-0.0619501,119.726,3.45055,5.59919,-0.176734,-7.10638,6.56113,0.00603476,-0.0115483,-0.00261011,4,0,41.37687539028023,-91.84425921525012,10921.323375604565,85.00863391326013,-0.2926131867045016,-1.842704274408511,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:06.035,HH,B,3227605354.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111245.06121217164,-4807254.30100852,4181799.1722092633,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.20274178070838,-91.32564967626556,12000.000343861462,-59.99552800053349,-0.0029967409736512,-0.0013462823160816,10000,12000,150.0,True,25.63715458992577,False,145.96615977823996,174.08254634187932,False,False
1,1970-07-23 09:33:44.465105221,2025-09-08,2025-09-11 20:14:06.510,HH,B,674101056,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-154300.54789564572,-4793040.875411255,4196122.811693119,-2.32695,0.0296187,-0.0636762,119.717,3.38469,5.75615,-0.202612,-7.28407,6.5726,0.00422673,0.00629068,-0.0111634,4,0,41.37689767896264,-91.84386451327994,10919.57759533499,84.92317473216202,-0.239951743912985,-1.823841633746991,10000,12000,150,1.0,2025-09-08,2025-09-11 20:14:06.035,HH,B,3227605354.0,JASSM,3.0,128.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-111245.06121217164,-4807254.30100852,4181799.1722092633,2.36166,2.75493,-0.3857,-72.875,29.75,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.20274178070838,-91.32564967626556,12000.000343861462,-59.99552800053349,-0.0029967409736512,-0.0013462823160816,10000,12000,150.0,True,25.621429749940503,False,145.93123144419042,174.10118886321555,False,False
